layer_name,data_index,count_Model_1,count_Model_2,total_neurons_Model_1,total_neurons_Model_2,percentage_active_Model_1,percentage_active_Model_2,mean_Model_1,mean_Model_2,sum_Model_1,sum_Model_2,max_Model_1,max_Model_2,min_Model_1,min_Model_2,variance_Model_1,variance_Model_2,image_index
features 11-relu,4,5809,12930,401408,401408,1.4471560108418369,3.2211615114795924,0.038074247539043427,0.04061390459537506,221.1732940673828,525.1377563476562,0.8649977445602417,0.6221981048583984,1.8384307622909546e-06,4.246830940246582e-07,0.003740283427760005,0.0026478723157197237,4
classifier 17-relu,4,43,38,512,512,8.3984375,7.421875,0.5160071849822998,0.7970121502876282,22.188308715820312,30.286460876464844,2.3081908226013184,2.028643846511841,0.012308239936828613,0.03479352593421936,0.3065527379512787,0.24519316852092743,4
classifier 20-sigmoid,4,1,1,1,1,100.0,100.0,0.42198309302330017,0.6759781837463379,0.42198309302330017,0.6759781837463379,0.42198309302330017,0.6759781837463379,0.42198309302330017,0.6759781837463379,,,4
features 3-relu,5,133558,197752,1605632,1605632,8.318095304528061,12.316147161989797,0.07051876187324524,0.052982524037361145,9418.3447265625,10477.400390625,0.5484285354614258,0.45562487840652466,1.0710209608078003e-08,4.023313522338867e-07,0.003967501688748598,0.0021183693315833807,5
features 7-relu,5,109999,161185,802816,802816,13.701645208864797,20.077452367665817,0.05770447850227356,0.021638058125972748,6347.43505859375,3487.73046875,0.9993695020675659,0.631378710269928,3.059394657611847e-07,5.587935447692871e-09,0.009646314196288586,0.0011063797865062952,5
features 11-relu,5,3351,19420,401408,401408,0.8348114636479591,4.837970344387755,0.06142067164182663,0.038411665707826614,205.82066345214844,745.95458984375,1.5447696447372437,0.5826017260551453,4.76054847240448e-05,2.074986696243286e-06,0.014636182226240635,0.0025714703369885683,5
classifier 17-relu,5,63,75,512,512,12.3046875,14.6484375,0.6306743025779724,1.3315198421478271,39.732479095458984,99.86398315429688,2.250701904296875,3.9454476833343506,0.01069178432226181,0.008807787671685219,0.3089800179004669,1.0204014778137207,5
classifier 20-sigmoid,5,1,1,1,1,100.0,100.0,0.39187851548194885,0.9484293460845947,0.39187851548194885,0.9484293460845947,0.39187851548194885,0.9484293460845947,0.39187851548194885,0.9484293460845947,,,5
features 3-relu,7,213264,271874,1605632,1605632,13.282246492346939,16.93252252072704,0.07686680555343628,0.06326280534267426,16392.921875,17199.51171875,1.003444790840149,0.9208188056945801,1.0030344128608704e-06,2.4586915969848633e-07,0.004531889222562313,0.002497781766578555,7
features 7-relu,7,101977,158599,802816,802816,12.702412507971939,19.755336216517858,0.09043590724468231,0.03440367802977562,9222.3828125,5456.38916015625,0.9309492111206055,0.5660418272018433,4.5029446482658386e-07,1.651933416724205e-07,0.014527428895235062,0.002145234728232026,7
features 11-relu,7,4256,13625,401408,401408,1.0602678571428572,3.394302056760204,0.08342352509498596,0.04617011919617653,355.0505065917969,629.06787109375,1.1829417943954468,0.6564579010009766,2.1602492779493332e-05,5.67873939871788e-07,0.013464919291436672,0.003548054490238428,7
classifier 17-relu,7,25,42,512,512,4.8828125,8.203125,0.7050727605819702,0.9438696503639221,17.626819610595703,39.64252471923828,2.365488052368164,1.9687767028808594,0.012081779539585114,0.022469479590654373,0.394748717546463,0.34860721230506897,7
classifier 20-sigmoid,7,1,1,1,1,100.0,100.0,0.39029785990715027,0.7796677947044373,0.39029785990715027,0.7796677947044373,0.39029785990715027,0.7796677947044373,0.39029785990715027,0.7796677947044373,,,7
features 3-relu,8,259371,329794,1605632,1605632,16.153826032366073,20.539824816645407,0.06789779663085938,0.05849301069974899,17610.71875,19290.64453125,0.9538228511810303,0.7682005167007446,2.6635825634002686e-07,4.470348358154297e-08,0.003832500893622637,0.0023800735361874104,8
features 7-relu,8,84506,148073,802816,802816,10.52619778380102,18.444201411033163,0.0979018434882164,0.04428339749574661,8273.29296875,6557.17578125,0.8057233691215515,0.5317916870117188,2.162531018257141e-06,1.1548399925231934e-07,0.012847349978983402,0.002211732557043433,8
features 11-relu,8,6692,10360,401408,401408,1.6671316964285716,2.5809151785714284,0.058059483766555786,0.04532654583454132,388.5340576171875,469.5830078125,1.1450155973434448,0.4587508738040924,1.8798746168613434e-06,1.7844140529632568e-06,0.006735555827617645,0.0026440536603331566,8
classifier 17-relu,8,46,73,512,512,8.984375,14.2578125,1.2506258487701416,1.1519213914871216,57.528785705566406,84.09026336669922,4.052947044372559,3.2840559482574463,0.05737251788377762,0.0009527206420898438,0.8759342432022095,0.7018870115280151,8
classifier 20-sigmoid,8,1,1,1,1,100.0,100.0,0.05043129250407219,0.935677170753479,0.05043129250407219,0.935677170753479,0.05043129250407219,0.935677170753479,0.05043129250407219,0.935677170753479,,,8
features 3-relu,9,36915,39297,1605632,1605632,2.2990946867028064,2.4474474848533165,0.07175096869468689,0.046410903334617615,2648.68701171875,1823.809326171875,0.7842040061950684,0.755338728427887,2.0009465515613556e-06,3.725290298461914e-08,0.011456419713795185,0.005516197066754103,9
features 7-relu,9,100770,178641,802816,802816,12.55206672512755,22.251798668686224,0.02174561098217964,0.015195054933428764,2191.30517578125,2714.4599609375,0.42440640926361084,0.4509931802749634,1.4103716239333153e-07,4.84651536680758e-08,0.0007635945221409202,0.0006434120587073267,9
features 11-relu,9,4177,25372,401408,401408,1.0405871332908163,6.320750956632653,0.03501472994685173,0.03136615455150604,146.25653076171875,795.8220825195312,0.5607863068580627,0.46772199869155884,1.1324882507324219e-05,7.841736078262329e-07,0.0030723433010280132,0.0008448157459497452,9
classifier 17-relu,9,63,59,512,512,12.3046875,11.5234375,0.40946152806282043,0.8640374541282654,25.79607391357422,50.97821044921875,1.7168785333633423,2.652387857437134,0.013233613222837448,0.005977824330329895,0.13116252422332764,0.5099393129348755,9
classifier 20-sigmoid,9,1,1,1,1,100.0,100.0,0.4471817910671234,0.5010771751403809,0.4471817910671234,0.5010771751403809,0.4471817910671234,0.5010771751403809,0.4471817910671234,0.5010771751403809,,,9
features 3-relu,11,240115,318085,1605632,1605632,14.954547492825254,19.810579261001276,0.08670080453157425,0.0675712302327156,20818.162109375,21493.39453125,0.9712791442871094,0.804970383644104,1.4854595065116882e-06,1.0896474123001099e-07,0.005829412490129471,0.002696376759558916,11
features 7-relu,11,99003,147247,802816,802816,12.33196647799745,18.341313576211736,0.10825907438993454,0.03794379532337189,10717.97265625,5587.10986328125,0.9637184143066406,0.6533170342445374,1.1688098311424255e-07,1.3166572898626328e-07,0.02124680206179619,0.002776061650365591,11
features 11-relu,11,4533,13836,401408,401408,1.1292749521683674,3.446867028061224,0.10437079519033432,0.04860018193721771,473.11279296875,672.43212890625,1.4177792072296143,0.6503621339797974,1.241639256477356e-05,7.081776857376099e-06,0.020287053659558296,0.004989262204617262,11
classifier 17-relu,11,69,47,512,512,13.4765625,9.1796875,1.7688764333724976,1.438301682472229,122.05247497558594,67.60018157958984,5.446641445159912,3.7198898792266846,0.07116862386465073,0.004325196146965027,1.8065857887268066,0.9211806654930115,11
classifier 20-sigmoid,11,1,1,1,1,100.0,100.0,0.030250228941440582,0.12687651813030243,0.030250228941440582,0.12687651813030243,0.030250228941440582,0.12687651813030243,0.030250228941440582,0.12687651813030243,,,11
features 3-relu,12,242797,283162,1605632,1605632,15.12158452248087,17.635547871492346,0.09711959958076477,0.08278647065162659,23580.345703125,23441.982421875,0.8621625900268555,0.8262776136398315,1.9371509552001953e-07,1.043081283569336e-07,0.005984205286949873,0.003811632050201297,12
features 7-relu,12,108923,124870,802816,802816,13.56761698820153,15.553999920280612,0.11242349445819855,0.02640230767428875,12245.50390625,3296.8564453125,0.8907338380813599,0.6575733423233032,1.6656122170388699e-06,2.9371585696935654e-07,0.025274762883782387,0.002455002861097455,12
features 11-relu,12,2601,25897,401408,401408,0.6479691485969388,6.451540577168367,0.08522012084722519,0.041751790791749954,221.65753173828125,1081.24609375,1.2862939834594727,0.8273782134056091,2.099946141242981e-05,6.441958248615265e-06,0.023536423221230507,0.0034985560923814774,12
classifier 17-relu,12,126,70,512,512,24.609375,13.671875,0.9971924424171448,2.393181562423706,125.646240234375,167.522705078125,3.177180528640747,6.382917404174805,0.016020864248275757,0.007900457829236984,0.6500874757766724,2.5836782455444336,12
classifier 20-sigmoid,12,1,1,1,1,100.0,100.0,0.04953344166278839,0.9960824251174927,0.04953344166278839,0.9960824251174927,0.04953344166278839,0.9960824251174927,0.04953344166278839,0.9960824251174927,,,12
features 3-relu,14,176884,226616,1605632,1605632,11.016472018494898,14.113819355867346,0.05664956942200661,0.04469975456595421,10020.40234375,10129.6796875,1.0261708498001099,0.9790375828742981,3.818422555923462e-07,7.394701242446899e-07,0.004659871105104685,0.0023470872547477484,14
features 7-relu,14,100837,144849,802816,802816,12.560412348533163,18.042614995216837,0.053504589945077896,0.026326913386583328,5395.2421875,3813.42724609375,0.8258693814277649,0.5709561109542847,7.450580596923828e-09,1.675216481089592e-07,0.005158560816198587,0.0015871814684942365,14
features 11-relu,14,3729,18375,401408,401408,0.9289799904336735,4.57763671875,0.06101138889789581,0.03526964411139488,227.511474609375,648.0797119140625,1.2005085945129395,0.5590511560440063,8.568167686462402e-08,5.373731255531311e-06,0.008380979299545288,0.0017866641283035278,14
classifier 17-relu,14,34,51,512,512,6.640625,9.9609375,0.5439431667327881,0.7051969766616821,18.494068145751953,35.96504592895508,1.9818663597106934,2.3083744049072266,0.02552628517150879,0.001763761043548584,0.20070087909698486,0.3114670217037201,14
classifier 20-sigmoid,14,1,1,1,1,100.0,100.0,0.48880958557128906,0.4376772940158844,0.48880958557128906,0.4376772940158844,0.48880958557128906,0.4376772940158844,0.48880958557128906,0.4376772940158844,,,14
features 3-relu,16,192613,207964,1605632,1605632,11.996086276307398,12.95215840242347,0.08448999375104904,0.06485385447740555,16273.8701171875,13487.267578125,0.8767279386520386,0.8371179103851318,8.270144462585449e-07,8.475035429000854e-08,0.005850143730640411,0.0032297801226377487,16
features 7-relu,16,78714,168856,802816,802816,9.804737324617346,21.032963966836736,0.07730960100889206,0.040058959275484085,6085.34765625,6764.1953125,0.7474413514137268,0.5310546159744263,2.477318048477173e-07,1.2192322174087167e-07,0.012451612390577793,0.00244163372553885,16
features 11-relu,16,7810,13198,401408,401408,1.945651307397959,3.2879264987244894,0.0754319503903389,0.04372015967965126,589.12353515625,577.0186767578125,1.0690568685531616,0.6015462875366211,2.368353307247162e-06,2.5566667318344116e-05,0.007485765032470226,0.0028582571540027857,16
classifier 17-relu,16,32,45,512,512,6.25,8.7890625,1.0951881408691406,0.9505542516708374,35.0460205078125,42.774940490722656,4.151978969573975,2.4253547191619873,0.011791318655014038,0.0021969638764858246,0.9076911211013794,0.4411132037639618,16
classifier 20-sigmoid,16,1,1,1,1,100.0,100.0,0.29172754287719727,0.7669051289558411,0.29172754287719727,0.7669051289558411,0.29172754287719727,0.7669051289558411,0.29172754287719727,0.7669051289558411,,,16
features 3-relu,17,140511,133941,1605632,1605632,8.751133510044642,8.341948840082908,0.06866913288831711,0.06517553329467773,9648.7685546875,8729.67578125,0.7494633793830872,0.6870651841163635,1.9045546650886536e-07,9.685754776000977e-08,0.00453172018751502,0.003688656259328127,17
features 7-relu,17,80157,176673,802816,802816,9.984479631696429,22.006661551339285,0.02342050150036812,0.027037281543016434,1877.317138671875,4776.7578125,0.41477352380752563,0.41136258840560913,6.845220923423767e-08,1.955777406692505e-08,0.0011049943277612329,0.0013448590179905295,17
features 11-relu,17,5476,17677,401408,401408,1.3641980229591837,4.403748804209184,0.03270965814590454,0.030043791979551315,179.11807250976562,531.0841064453125,0.41615933179855347,0.294101357460022,1.2194737792015076e-05,9.890645742416382e-07,0.0017703271005302668,0.0007280032732523978,17
classifier 17-relu,17,29,58,512,512,5.6640625,11.328125,0.5187801718711853,0.8754964470863342,15.044624328613281,50.77879333496094,1.516770362854004,2.7617251873016357,0.003553986083716154,0.0054628849029541016,0.20564520359039307,0.4933680295944214,17
classifier 20-sigmoid,17,1,1,1,1,100.0,100.0,0.3482624292373657,0.7999580502510071,0.3482624292373657,0.7999580502510071,0.3482624292373657,0.7999580502510071,0.3482624292373657,0.7999580502510071,,,17
features 3-relu,18,313461,377590,1605632,1605632,19.522592972735968,23.516596580038264,0.07652067393064499,0.06622935831546783,23986.24609375,25007.54296875,0.9431965351104736,0.8412590026855469,1.4901161193847656e-08,6.239861249923706e-07,0.003418200882151723,0.00216798298060894,18
features 7-relu,18,110925,111027,802816,802816,13.816989198022958,13.829694475446427,0.11843947321176529,0.026296919211745262,13137.8984375,2919.668212890625,0.7776178121566772,0.5591317415237427,2.300366759300232e-07,1.5366822481155396e-08,0.018913310021162033,0.0016321096336469054,18
features 11-relu,18,2798,27049,401408,401408,0.6970463966836734,6.738530373086735,0.07039687782526016,0.034395717084407806,196.970458984375,930.3697509765625,1.0087741613388062,0.5874704718589783,2.7798116207122803e-05,5.755573511123657e-07,0.012312592007219791,0.0017120622796937823,18
classifier 17-relu,18,78,67,512,512,15.234375,13.0859375,0.738602876663208,1.5252773761749268,57.61102294921875,102.19358825683594,2.408597707748413,4.359289646148682,0.016550078988075256,0.008368238806724548,0.2828761637210846,1.2390587329864502,18
classifier 20-sigmoid,18,1,1,1,1,100.0,100.0,0.34750741720199585,0.96727454662323,0.34750741720199585,0.96727454662323,0.34750741720199585,0.96727454662323,0.34750741720199585,0.96727454662323,,,18
features 3-relu,19,177359,282819,1605632,1605632,11.046055385044642,17.614185566804846,0.045823223888874054,0.03761078789830208,8127.16064453125,10637.0458984375,0.9471829533576965,0.8802155256271362,5.066394805908203e-07,7.450580596923828e-08,0.002245033159852028,0.0010636794613674283,19
features 7-relu,19,106498,150330,802816,802816,13.265555245535715,18.725336814413264,0.04365373030304909,0.0226539745926857,4649.03466796875,3405.572021484375,0.5278598666191101,0.4811444878578186,4.0512531995773315e-08,2.7008354663848877e-08,0.002874010009691119,0.0008484567515552044,19
features 11-relu,19,3607,21276,401408,401408,0.8985869738520409,5.3003427933673475,0.054468587040901184,0.029091186821460724,196.46820068359375,618.944091796875,0.7535143494606018,0.44029536843299866,3.3564865589141846e-06,3.5008415579795837e-06,0.006215763743966818,0.0010043216170743108,19
classifier 17-relu,19,71,67,512,512,13.8671875,13.0859375,0.5824989676475525,0.9797542691230774,41.357425689697266,65.64353942871094,2.26116681098938,3.0714657306671143,0.024475477635860443,0.015387531369924545,0.19988159835338593,0.5381200909614563,19
classifier 20-sigmoid,19,1,1,1,1,100.0,100.0,0.18409276008605957,0.1280004382133484,0.18409276008605957,0.1280004382133484,0.18409276008605957,0.1280004382133484,0.18409276008605957,0.1280004382133484,,,19
features 3-relu,20,250066,356146,1605632,1605632,15.574303451849488,22.181047712053573,0.04766254872083664,0.03911557421088219,11918.783203125,13930.85546875,1.0548046827316284,1.0077581405639648,7.450580596923828e-09,3.4086406230926514e-07,0.0031136025208979845,0.0016224865103140473,20
features 7-relu,20,108635,116812,802816,802816,13.531743263711734,14.55028300382653,0.05607575923204422,0.02891085296869278,6091.7900390625,3377.134521484375,0.6989272832870483,0.60075843334198,9.452924132347107e-08,5.310866981744766e-07,0.004546791780740023,0.001695574726909399,20
features 11-relu,20,2623,24188,401408,401408,0.653449856505102,6.025789221938775,0.06785320490598679,0.0303469430655241,177.9789581298828,734.0318603515625,0.7027804255485535,0.5577794909477234,3.9309728890657425e-05,4.284433089196682e-06,0.009293192997574806,0.001329092076048255,20
classifier 17-relu,20,76,32,512,512,14.84375,6.25,0.636310875415802,0.6454866528511047,48.35962677001953,20.65557289123535,1.7419809103012085,2.1499757766723633,0.016516052186489105,0.017872579395771027,0.22050142288208008,0.27092424035072327,20
classifier 20-sigmoid,20,1,1,1,1,100.0,100.0,0.1541575789451599,0.4101366102695465,0.1541575789451599,0.4101366102695465,0.1541575789451599,0.4101366102695465,0.1541575789451599,0.4101366102695465,,,20
features 3-relu,21,225293,302345,1605632,1605632,14.031421894929846,18.830279914700256,0.10439158231019974,0.08369647711515427,23518.693359375,25305.212890625,0.5796694755554199,0.5540794134140015,1.4156103134155273e-07,4.6938657760620117e-07,0.005610540509223938,0.003322265576571226,21
features 7-relu,21,107904,149999,802816,802816,13.440688775510203,18.684106943558675,0.1319538652896881,0.02148040570318699,14238.349609375,3222.039306640625,0.9470232725143433,0.6026977300643921,5.140900611877441e-07,4.6566128730773926e-09,0.03891409933567047,0.0011065060971304774,21
features 11-relu,21,3523,25307,401408,401408,0.8776606345663265,6.304557955994898,0.05847178399562836,0.030303994193673134,205.99609375,766.9031982421875,1.052526593208313,0.5808508396148682,2.304092049598694e-06,5.417736247181892e-06,0.013198832049965858,0.001441369648091495,21
classifier 17-relu,21,69,59,512,512,13.4765625,11.5234375,0.6736131906509399,1.3434667587280273,46.47930908203125,79.26454162597656,2.1859991550445557,4.20380973815918,0.008338481187820435,0.009437277913093567,0.2627982199192047,1.046047568321228,21
classifier 20-sigmoid,21,1,1,1,1,100.0,100.0,0.373777836561203,0.9278664588928223,0.373777836561203,0.9278664588928223,0.373777836561203,0.9278664588928223,0.373777836561203,0.9278664588928223,,,21
features 3-relu,22,328335,351995,1605632,1605632,20.448957170758927,21.922520228794642,0.054298285394907,0.04889753460884094,17828.02734375,17211.6875,0.5102578997612,0.4765889644622803,1.5273690223693848e-07,3.213062882423401e-07,0.0021449008490890265,0.0014594668755307794,22
features 7-relu,22,55024,80278,802816,802816,6.853874362244898,9.999551578443878,0.0820527896285057,0.023172464221715927,4514.873046875,1860.239013671875,1.0108293294906616,0.5330338478088379,4.023313522338867e-07,3.179156919941306e-07,0.012475238181650639,0.0012699456419795752,22
features 11-relu,22,6084,38034,401408,401408,1.5156648596938775,9.475147480867346,0.037205327302217484,0.02713225968182087,226.35720825195312,1031.9483642578125,1.2454696893692017,0.6559197902679443,3.577210009098053e-06,1.349195372313261e-06,0.007042213808745146,0.000954372575506568,22
classifier 17-relu,22,62,59,512,512,12.109375,11.5234375,0.6409398913383484,1.2370549440383911,39.73827362060547,72.98624420166016,2.196500301361084,3.439375400543213,0.002160497009754181,0.03248264640569687,0.25009357929229736,0.7603424787521362,22
classifier 20-sigmoid,22,1,1,1,1,100.0,100.0,0.27312737703323364,0.8536420464515686,0.27312737703323364,0.8536420464515686,0.27312737703323364,0.8536420464515686,0.27312737703323364,0.8536420464515686,,,22
features 3-relu,24,175444,223655,1605632,1605632,10.926787707270408,13.929405990911988,0.06704302132129669,0.05246969312429428,11762.294921875,11735.109375,0.9472272992134094,0.7664971947669983,3.9814040064811707e-07,6.51925802230835e-08,0.004687498323619366,0.0019357319688424468,24
features 7-relu,24,97057,165231,802816,802816,12.089569714604592,20.5814283721301,0.06133691221475601,0.030089732259511948,5953.1767578125,4971.7568359375,0.6242201924324036,0.8122354745864868,2.7439091354608536e-07,4.5960769057273865e-07,0.007050509564578533,0.0020492004696279764,24
features 11-relu,24,4361,14909,401408,401408,1.08642578125,3.714176100127551,0.06563346832990646,0.03613947331905365,286.2275390625,538.8034057617188,0.7562801241874695,0.7002992630004883,6.57886266708374e-06,9.387731552124023e-07,0.006287809461355209,0.002784919459372759,24
classifier 17-relu,24,56,42,512,512,10.9375,8.203125,0.986204206943512,0.8896898627281189,55.22743225097656,37.366973876953125,3.485727071762085,2.8228652477264404,0.026650071144104004,0.010128200054168701,0.580691933631897,0.5217531323432922,24
classifier 20-sigmoid,24,1,1,1,1,100.0,100.0,0.02619568631052971,0.4193994104862213,0.02619568631052971,0.4193994104862213,0.02619568631052971,0.4193994104862213,0.02619568631052971,0.4193994104862213,,,24
features 3-relu,25,304190,309609,1605632,1605632,18.94518793845663,19.28268744021046,0.06420166045427322,0.06290081888437271,19529.50390625,19474.66015625,1.0454566478729248,0.672075092792511,5.364418029785156e-07,3.371387720108032e-07,0.0028021528851240873,0.0019909613765776157,25
features 7-relu,25,111865,123254,802816,802816,13.934077048788266,15.35270846619898,0.07331105321645737,0.02355961874127388,8200.94140625,2903.8173828125,0.8438935279846191,0.609592616558075,1.7345882952213287e-08,2.1420419216156006e-08,0.006875569466501474,0.0012487656204029918,25
features 11-relu,25,2401,27253,401408,401408,0.59814453125,6.789351482780612,0.06392950564622879,0.03240359574556351,153.4947509765625,883.09521484375,0.9847424030303955,0.7126935720443726,4.4075772166252136e-05,3.520399332046509e-06,0.011033306829631329,0.0016052358550950885,25
classifier 17-relu,25,91,27,512,512,17.7734375,5.2734375,0.637017548084259,1.0121039152145386,57.968597412109375,27.326807022094727,1.9376270771026611,2.7732040882110596,0.029663488268852234,0.006461586803197861,0.1979578286409378,0.5819911360740662,25
classifier 20-sigmoid,25,1,1,1,1,100.0,100.0,0.1427963376045227,0.41533035039901733,0.1427963376045227,0.41533035039901733,0.1427963376045227,0.41533035039901733,0.1427963376045227,0.41533035039901733,,,25
features 3-relu,26,149609,194029,1605632,1605632,9.317763970822703,12.08427584901148,0.06088893860578537,0.04598313942551613,9109.533203125,8922.0625,1.0454566478729248,0.7059087753295898,3.91155481338501e-08,1.2516975402832031e-06,0.006515274289995432,0.002239667344838381,26
features 7-relu,26,104677,148957,802816,802816,13.038728675063776,18.5543138153699,0.051019228994846344,0.023714140057563782,5340.5400390625,3532.386962890625,0.5566564202308655,0.599993884563446,9.604264050722122e-08,2.94647179543972e-07,0.004386594984680414,0.0015095259295776486,26
features 11-relu,26,3315,23379,401408,401408,0.8258430325255102,5.824248644770408,0.04888194054365158,0.03614281862974167,162.0436248779297,844.98291015625,0.7771979570388794,0.7329516410827637,0.0001345910131931305,7.549300789833069e-06,0.004927047993987799,0.0019901886116713285,26
classifier 17-relu,26,50,75,512,512,9.765625,14.6484375,0.37530195713043213,1.745228886604309,18.765098571777344,130.8921661376953,1.3730723857879639,4.2802042961120605,0.0024233441799879074,0.0014693159610033035,0.11924827098846436,1.1832201480865479,26
classifier 20-sigmoid,26,1,1,1,1,100.0,100.0,0.4121953845024109,0.9837095737457275,0.4121953845024109,0.9837095737457275,0.4121953845024109,0.9837095737457275,0.4121953845024109,0.9837095737457275,,,26
features 3-relu,27,96358,100002,1605632,1605632,6.001250597895408,6.228201729910714,0.071026511490345,0.05378405749797821,6843.97265625,5378.513671875,0.9506692290306091,0.8704513907432556,4.76837158203125e-07,9.313225746154785e-09,0.007184821180999279,0.003693319158628583,27
features 7-relu,27,81419,184051,802816,802816,10.14167629942602,22.925676618303573,0.027347199618816376,0.02173786610364914,2226.58154296875,4000.8759765625,0.5420339703559875,0.48099422454833984,2.2890162654221058e-07,2.4659675545990467e-07,0.0015065345214679837,0.000907669949810952,27
features 11-relu,27,6077,18160,401408,401408,1.5139209980867347,4.524075255102041,0.04968317225575447,0.03179781138896942,301.9246520996094,577.4482421875,0.9126079678535461,0.49508431553840637,1.166015863418579e-06,1.218169927597046e-06,0.004813364706933498,0.0010925353271886706,27
classifier 17-relu,27,82,53,512,512,16.015625,10.3515625,1.2611020803451538,0.7040473222732544,103.41036987304688,37.31450653076172,3.082388162612915,2.100313425064087,0.02539697289466858,0.006558272987604141,0.6022038459777832,0.2646961510181427,27
classifier 20-sigmoid,27,1,1,1,1,100.0,100.0,0.004960095975548029,0.23961059749126434,0.004960095975548029,0.23961059749126434,0.004960095975548029,0.23961059749126434,0.004960095975548029,0.23961059749126434,,,27
